step,time,mode,throughput,mean_speed,avg_ttc,crit_events
0,0.1,No_Control,0,30.13677266666667,,0
100,10.1,No_Control,0,23.98602926514004,,0
200,20.1,No_Control,0,24.765774048680846,,0
300,30.1,No_Control,0,24.27818236608301,,0
400,40.1,No_Control,0,24.265631408620767,1.0,0
500,50.1,No_Control,0,24.92175608992621,1.0,0
600,60.1,No_Control,0,24.523561618911753,1.0,0
700,70.1,No_Control,0,24.617225384222074,1.0,0
800,80.1,No_Control,0,24.555751869613722,1.0,0
900,90.1,No_Control,0,24.5012245376984,1.0,0
1000,100.1,No_Control,1,24.359863603838836,1.0,0
1100,110.1,No_Control,1,23.97919131888011,1.0,0
1200,120.1,No_Control,1,23.98418976994229,1.0,0
1300,130.1,No_Control,1,23.99352150578875,1.0,0
1400,140.1,No_Control,1,23.65817981619589,1.0,0
1500,150.1,No_Control,5,23.032163567740103,1.0,0
1600,160.1,No_Control,7,22.869688127177668,1.0,0
1700,170.1,No_Control,12,22.64902231359435,1.0,0
1800,180.1,No_Control,21,22.575568922654607,1.0,0
1900,190.1,No_Control,32,22.114295366359027,1.0,0
2000,200.1,No_Control,45,21.471722623551063,1.0,0
2100,210.1,No_Control,54,21.393564005623904,1.0,0
2200,220.1,No_Control,63,21.048075504941707,1.0,0
2300,230.1,No_Control,72,20.409053722425007,1.0,0
2400,240.1,No_Control,77,19.650998649137065,1.0,0
2500,250.1,No_Control,81,18.989210340758103,1.0,0
2600,260.1,No_Control,89,18.643188044407204,1.0,0
2700,270.1,No_Control,102,18.547149882415447,1.0,0
2800,280.1,No_Control,108,18.267647722902538,1.0,0
2900,290.1,No_Control,115,17.771455388640362,1.0,0
3000,300.1,No_Control,125,17.765111704980022,1.0,0
3100,310.1,No_Control,138,17.666818023336365,1.0,0
3200,320.1,No_Control,149,17.48567021346197,1.0,0
3300,330.1,No_Control,158,17.391502061417548,1.0,0
3400,340.1,No_Control,168,17.112261080095944,1.0,0
3500,350.1,No_Control,177,16.683956252331157,1.0,0
3600,360.1,No_Control,183,16.606764394522955,1.0,0
3700,370.1,No_Control,188,16.30823443690342,1.0,0
3800,380.1,No_Control,199,16.28254038155484,1.0,0
3900,390.1,No_Control,210,15.67380665706519,1.0,0
4000,400.1,No_Control,221,15.298401001105875,1.0,0
4100,410.1,No_Control,223,15.062124170315556,1.0,0
4200,420.1,No_Control,233,14.84082468532887,1.0,0
4300,430.1,No_Control,245,14.27811612066665,1.0,0
4400,440.1,No_Control,253,13.874216940280276,1.0,0
4500,450.1,No_Control,259,14.02605344318761,1.0,0
4600,460.1,No_Control,270,13.908448228286316,1.0,0
4700,470.1,No_Control,275,13.617816239490487,1.0,0
