step,time,mode,throughput,mean_speed,avg_ttc,crit_events
0,0.1,Custom_Framework,0,30.13677266666667,,0
100,10.1,Custom_Framework,0,24.36426784326311,,0
200,20.1,Custom_Framework,0,25.02274369098587,,0
300,30.1,Custom_Framework,0,24.33510684356893,,0
400,40.1,Custom_Framework,0,24.530639362668555,1.0,0
500,50.1,Custom_Framework,0,25.406839684906785,1.0,0
600,60.1,Custom_Framework,0,24.48741815957555,1.0,0
700,70.1,Custom_Framework,0,23.519405461775754,1.0,0
800,80.1,Custom_Framework,0,23.150523219978094,1.0,0
900,90.1,Custom_Framework,0,22.488868769846892,1.0,0
1000,100.1,Custom_Framework,1,21.01835762042997,1.0,0
1100,110.1,Custom_Framework,1,20.627618258977023,1.0,0
1200,120.1,Custom_Framework,1,20.849246316206596,1.0,0
1300,130.1,Custom_Framework,2,20.406037698429497,1.0,0
1400,140.1,Custom_Framework,2,20.242995565753922,1.0,0
1500,150.1,Custom_Framework,6,19.60685728256302,1.0,0
1600,160.1,Custom_Framework,8,19.334842789840454,1.0,0
1700,170.1,Custom_Framework,13,19.249983500038613,1.0,0
1800,180.1,Custom_Framework,22,18.899684800012295,1.0,0
1900,190.1,Custom_Framework,34,18.260022907478636,1.0,0
2000,200.1,Custom_Framework,46,17.340509097661386,1.0,0
2100,210.1,Custom_Framework,54,17.104507948140153,1.0,0
2200,220.1,Custom_Framework,59,17.097277598151795,1.0,0
2300,230.1,Custom_Framework,62,17.25800422139379,1.0,0
2400,240.1,Custom_Framework,72,17.107667217266872,1.0,0
2500,250.1,Custom_Framework,79,17.17895293070492,1.0,0
2600,260.1,Custom_Framework,92,17.171785583171456,1.0,0
2700,270.1,Custom_Framework,106,16.77131837908222,1.0,0
2800,280.1,Custom_Framework,116,16.108831104115957,1.0,0
2900,290.1,Custom_Framework,128,16.020287183138777,1.0,0
3000,300.1,Custom_Framework,138,15.618284710011377,1.0,0
3100,310.1,Custom_Framework,153,15.3725664405892,1.0,0
3200,320.1,Custom_Framework,162,15.356325673083244,1.0,0
3300,330.1,Custom_Framework,165,15.554983567765992,1.0,0
3400,340.1,Custom_Framework,178,15.613262497239049,1.0,0
3500,350.1,Custom_Framework,185,15.54181444160646,1.0,0
3600,360.1,Custom_Framework,187,15.992408636968495,1.0,0
3700,370.1,Custom_Framework,190,15.859346170251452,1.0,0
3800,380.1,Custom_Framework,196,15.826917500874538,1.0,0
3900,390.1,Custom_Framework,207,15.878204153899986,1.0,0
4000,400.1,Custom_Framework,218,16.125970925193045,1.0,0
4100,410.1,Custom_Framework,226,16.133540596275992,1.0,0
4200,420.1,Custom_Framework,236,16.049930229266607,1.0,0
4300,430.1,Custom_Framework,248,15.720366249453473,1.0,0
4400,440.1,Custom_Framework,259,15.52513552104592,1.0,0
4500,450.1,Custom_Framework,268,15.46144585525736,1.0,0
4600,460.1,Custom_Framework,282,15.05913723566804,1.0,0
4700,470.1,Custom_Framework,294,14.630550831996054,1.0,0
4800,480.1,Custom_Framework,304,14.382121125338672,1.0,0
4900,490.1,Custom_Framework,315,14.049213147706094,1.0,0
5000,500.1,Custom_Framework,328,13.568638554910622,1.0,0
5100,510.1,Custom_Framework,342,13.199283810247099,1.0,0
